Umbrella Cell Type,Specific Cell Type,Brain Region,Gene Symbol (Human),Gene Symbol (Mouse),Species,Age,Statistical Criterion,Specificity,Comparison,Platform,Citation,Tag,CellType_Primary
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ALG2,Alg2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",LTK,Alk,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ANK2,Ank1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ANKRD34B,Ankrd34b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ANKRD55,Ankrd55,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ANKRD6,Ankrd6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",APBA2,Apba1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",BRAF,Araf,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ARHGAP24,Arhgap24,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ARMCX2,Armcx2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ARMCX4,Armcx4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ARNT,Arnt2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ARRB2,Arrb1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ARX,Arx,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",SPCS3,Arxes1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,B230216g23rik,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",B4GALT6,B4galt5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,B630019k06rik,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",BAIAP2L2,Baiap2l2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",BAIAP3,Baiap3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Bc005764,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",C17orf53,Bc030867,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",BCAT1,Bcat1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",BEAN1,Bean1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",BLCAP,Blcap,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",BMP3,Bmp3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ABTB2,Btbd11,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",BTBD1,Btbd2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",C1QL3,C1ql1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CACNG7,Cacng5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CALB2,Calb2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CALCB,Calca,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CAMK2A,Camk2d,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CCNH,Ccnh,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CDH10,Cdh7,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CDS1,Cds2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CELF6,Celf6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CIB2,Cib2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CIDEA,Cidea,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CILP,Cilp2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CLNK,Clnk,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",RP11-166N6.3,Clrn1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CNR1,Cnr1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CNTN1,Cntn5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CNTNAP1,Cntnap3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",COL22A1,Col19a1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",COL25A1,Col25a1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",COL26A1,Col26a1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",COPRS,Coprs,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",COX7B2,Cox7b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CRABP2,Crabp1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CRHBP,Crhbp,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CUL7,Cul7,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",MUC15,Cxadr,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",FAM127B,Cxx1c,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CYGB,Cygb,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DCAF7,Dcaf7,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DIRAS1,Diras1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DLAT,Dlat,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DLEU7,Dleu7,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DLX1,Dlx1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Dlx1os,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DLX2,Dlx2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DLX6,Dlx6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DLX6-AS1,Dlx6os1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DNAJC12,Dnajc12,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DNAJC27,Dnajc27,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DNAJC5B,Dnajc5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GAK,Dnajc6,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DNM1,Dnm3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",CRMP1,Dpysl4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DPYSL5,Dpysl5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",DYNLL1,Dynll2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,E130309f12rik,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,E230016m11rik,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ECE1,Ece2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",EEPD1,Eepd1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",EGLN3,Egln3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",EIF4A1,Eif4a2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ELAVL3,Elavl2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ELFN1,Elfn1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ELMO2,Elmo1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ELOVL4,Elovl4,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",EMC9,Emc9,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",EME2,Eme2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",ENTPD3,Entpd3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Epb4.1l1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",EVL,Evl,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",TMBIM1,Faim2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",FAM20C,Fam20c,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",FAM216A,Fam216a,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",FAM63A,Fam63b,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",FGF11,Fgf11,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",FGF18,Fgf18,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",FLOT1,Flot1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",FLRT1,Flrt3,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",FOXRED2,Foxred2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",FRMD7,Frmd7,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",FSTL4,Fstl5,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GABARAP,Gabarapl1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GAD2,Gad1,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GAD1,Gad2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GATSL3,Gatsl2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GFPT1,Gfpt2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GIPC1,Gipc2,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",GLDN,Gldn,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
Neuron,Interneuron,"S1 Cortex, CA1 Hippocampus",NA,Gm10406,Mice,P21-P31,Enrichment,99.9% posterior probability,Other cortical cell types,RNAseq,Zeisel_Science_2015,Neuron_Interneuron_Zeisel_Science_2015,Neuron_Interneuron
